NAME	LEN	DEPTH	TIME	TP	FP	FN	PRC	RCL	FS	DBN	PRED
RF01725	333	417	73.933	23	2	6	0.92	0.793	0.852	.....(((((....(..((.(((..................................................)))).).)(((...((.(..(((.......[[[[[......................)))...))).))).....................................................))))).((((.......................................................................................................))))..........]]]]].....	....((((((.......((.(((..................................................)))).)..(((..(((.(..(((..................................)))...))))))).....................................................))))))((((.......................................................................................................))))....................
RF00379	335	106	74.95	24	10	2	0.706	0.923	0.8	..........((((.......(((...............................................)).)((((((.....((.................................................))(((.......((((.............................................................................................))))..((((...............................))))...))).........))))))..)))).................	.........(((((.......((((.............................................))).)((((((..........................................................((((......(((((...........................................................................................)))))..(((((........[[[[[....)............))))..)))).........))))))..)))).).....]]]]].....
RF01857	363	53	76.628	109	12	23	0.901	0.826	0.862	.(((.((((((....((((((((((((......))))).))............(((((((...........))))))))))))....((((((((((..((((((.(((....((((((((((((..(((((((.(((((((((...((((((((.((((((.(((((.(((((((((((((((((((((((....))))))))))).)))))))...(((((((...(((((....(((....)))....)))))))))))).)))))))))).))))))...)))))))).))))))))))))))))....))).)))))))))...)))..)))))).)))))))))))))))))))...	.(((.(((((......((((((((((..[[[[.[)))).))............((((.......]]]]].....))))))))......(((((((((....((((.((((...((((((((((((...((((((.(((((((......(((((((.((((((.(((((.(((((..((((((((((((((((....))))))))))).))))).....((((((.....((((....(((....)))....))))..)))))).)))))))).)))))))))...))))))....))))))))))))).....))).)))))))))...)))).))))...)))))))))..))))))))...
RF00080	369	29	77.426	25	3	0	0.893	1.0	0.943	.......................................................................(((.................................................................))).((((((((((.......(((((..............))))))))))))))).(((((((......................................................................................................................................)))).))).........................	......................................................................(((((...(..........................................................))))))((((((((((.......(((((..............))))))))))))))).(((((((......................................................................................................................................)))).))).........................
RF00100	402	45	79.442	33	61	54	0.351	0.379	0.365	(((.((((.((.(.((...((....((((((((.((..((..(((..(((((((...............)))..)))))))..))....))))))).))).))...))..)))))))...))).......((((((((((.((............)))))).(((....(((......)))....)))....).))).......))....................................................(((.....((.((((((......((((.....(((((..............)))...)).))))....)))))).))...)).)......................(((.((((((((((.......)))))..)))))..)))	{{{{{{{{.{{.{[[[[[.(((((.((((((((.((...........]]]]](((.............[[[[[.[[<<<<..)))....))))))).)))<<<<.....<}}}}}}}....(((((((((......{{{..(((..((.......((]]]].]]]....(((.[[[..)))................>......[................................}}}...>>>>..............))..))..((((((......](((.....((............]]][[[[[...)).))).....))))))......)).)...........>>>>...}}}}]]]]].[[...))).))))).))))))..]].......
RF02001	403	406	81.497	41	8	7	0.837	0.854	0.845	((((((.........)))).)..).....................................(((((...........((....(((((.(.(..((((..................................(..((..((.(......(...(.(..(..((..((.((...((((..(.(...............................(.(.................................))))....))))....................................................)).)))).)......).................))...))))).))))))...).))).)).........).).........)))...))	((((((.........)))).)..)..[[.[[................................(...........).{{....(((((.(.(..((((..........................]]].]...(..((..((.(......(...(.(.((..((..((.((...((((..(.(...............................(.(}}...............................))))....))))....................................................)).)))).).)....).................))...))))).))))))...).))).)).............................
RF00017	412	91	83.728	86	16	34	0.843	0.717	0.775	(((((((((((............)))))))).....(((...................)))))).....((((((((((..(((((((..(((((((((.....(((.(((((....(((((....(((((((...................................((((((.((.((.(((((.(((((.((((((((((((((((((((.(((....))).))))))))))))))).((...))(((((((....(((((....(((....)))....))))).))).))))))))).)).)))..))))).))....)).))))))........)))))))....)))))....))))).).))...)))))))))....)))))))...)))))))))).......	..((((((((..............))))))))....(((.....((.........)).)))........((((((((.....(((.......(((((((....{{{{.(((((....(((((.....[[[[[.....................................(((((.((.((.(((((..((((.((((((((..((((((((((.((([[..))).))))))))))[[)))...........(((...].].(((}}}}(((....)))....)))....)).)]].))))).)).))...))))).))....)).)))))....................)))))....)))))........)))))))....]]]]])))......)))))))).......
RF00174	440	433	86.632	41	14	4	0.745	0.911	0.82	..............(((((((...(((......................................)))...........(..((....(.((.(.(.......................................)))).)[[(((......))).(((.....((.((................((((((.................................(((.((((((................................................................)).))))...)))...)))..).))..............................................................................))))...]])))....)))))))))).............	............(((((((((...((((((................................))))))..............(((...(.((.(.(....((...........................))....)))).)[[[[..).))..]].(((.....((.((.............(((((((((.................................(((.(((((((..............................................................))).))))...)))...)))..).))..))).........................................................................))))...]]))).......)))))))))...........
RF04190	474	84	87.645	30	4	8	0.882	0.789	0.833	((((....((((((((..................................((((.................................................................................................)))).....................................((((((((................................................................................................))))))))............................................))))))))....))))..(((((.......(((((((((................................................................))))))))).........)))))	(((((.(((((((((((...............................................................................................................................................................................(((((......................................................................................................)))))...........................................)))))))))).))))))..(((((.......((((((((..................................................................)))))))).........)))))
RF00210	569	92	93.436	63	64	59	0.496	0.516	0.506	.....((...))..................((((((........((((.(((((.....).))))..........)))).......)).)))).(((((...(((..(((.......(((((.((((......((((..........((((....((((((.((....))..(((((((.(((((((((.......(((((....))))).)))))))(((.....)))..((((.....)))))))))))))((((............))))))))))....))))........)).)).......))))........................)))))..........................)))...))).))))).............(((((..........((((((((((...(((((..............).)))).)))).))..)))).(.(((.((((................)).))))))................)))))...(((((.((((....))))))))).........................	.......{...................[[.[[[[.........[[<<<<<((((((......................]]..............(((((...(((..........(((((...........)))))(....((((((...(.....(((({{{{.{{>>>>>(((((((.(((((((((......((((((....)))))))))))))(((.....)))..((((.....)))))))))))))..))...)........]]]]]]..)[[[[.)}}}}}}}....((.((.......)))).............................))).......................))))..))).))))).............((.............[[[[[[[((((.((((((((.........)).).)))))...]...]]]]]]((.(((.((((...((..[[[.))...)).)))))))]]]]]]]......).)))))...[[[[)))))).........]]]].........................
RF02546	573	6	97.919	24	79	34	0.233	0.414	0.298	.................................................................................................................................................................................................................................................((((......)))).(((.((((((((.((..((((.........)))).(((((.............))))).((((((......)))))).....((.(((.....................)))))............((((((...........))))))..(((.((((..(((((...........(((....)))........)))))..).))).))).......)).)))))))).)))....................................................................................	............(((...)))(((((................................................((((((...................................................[[[[[[[[........))))))(((((((......................................]]]]]]]]........(((((((....[[[[[[[...)))))))((((.{{{))))..(([.[[[[[[[[.)))))))))[.....((((((......[[[[[[[.........[[[((((((......)))))).....{(.((((....]]](((..............}...........]]]]]]].......]........))).......}}}(((((..........(((((.....)))))....)))))....)))))............]]]]]]]].]..............]]]]]]]...))))))....................)))))...............................
RF00228	578	23	104.373	45	131	57	0.256	0.441	0.324	...................((((.....))))......................................................((((((((..((((((....))))))......(((((((.....))))))).....)))))))).........((((((.((((((((.....................................................((((((..............)))))).((((.....((((...))))....))))...............(((((...................................))))).............((((((.))))))........................................)))).))))...))))))((((.(((((((((.(((..(((((((((.((((((((.......)))))))).......(((((.....))))).)))))))))....))))))))))))..)))).............................................	.{{.((((((..<<<......[[[[[.))))))(((((((.........................((((((((((.....{{{{{{{{{{{{{.........{{{.............((((((([[[[[)))))))[[[[[[....................>>>(<<<<<<<)..<<<<....<<<..............(((.((...))..))){{{{{...(((((((...]]]]]].....)))))))...]]]]]>>>.....}}}}})).))))))))]]]]]((((((..}}}......>>>>{{))))))....[[[[[[[.............[[[[[[[[.}}((...AAAAAA)).))))))).........]]]]}}.................>>>>.>>>[[[[[[...}}}}}}}}}}}((((.(((..(((((((((.(((((((...]]]]]]))))))).aaaaaa..........}}]]]])))))))))....))))))).((((((((((...))))))))))((((]]]]]]]...[[[...)))).....]]]
RF00011	604	114	107.638	86	33	19	0.723	0.819	0.768	..........(((.([[[[[[[.((((((.....................................................))))))....(((.(((((.(((((((((.((........)))))).....((((.(((((((............))))))(((..((((..............))))..)).)((...((((......((.((...(((............)))..)))).....))))........(((((............((((((.((...................................................))).)))))..........)))..))))))))))))))...(((.............)))...(.(.(((((.......................)))))))(.(((((.........................)))..)))........]]]]]]]....(((((..(.(((......................................)))))))))..........)))))))).).))).......................	.........((((.(((((((((((((((((............................................)).....))))))...([[[)[[[[[.(((((((((.((.{{.....)))))).(((([[[[..((((((............)))))).((..((((..............))))..)).......((((......((.((...[[[.................)))).....))))...........(((}}..]]]....((((((.((...................................................))).))))).))).))).)......{{{{]]]])))))....((((...)..)))..}}}}..(.(.(((((..((((...........))).).)))))))(.(((((.........................)))..))).......))))))))....(((((..(.(((......................................))))))))).....)))))]]]]]]]].............................
RF01846	624	66	109.746	73	10	6	0.88	0.924	0.901	....(.(((((..(((......((((((.....))))))))))).)..)).).......(((...((((((((......)))))))).))).........((((..................(((.(((((((((....(((.....................................................................................................................................................(.((((((..................((((((..((.(.(.................................................................................))))..))).))).............)))))).)..............................))).((((((........(((((((......((((..........)))).....))))))).....................................................).)))))))))))))).))).........)))).	.......(..(..(((......((((([.[[[[[))))))))).....)(.(.......(((...((((((((......)))))))).)))........{{{{{..................(((.(((((((((....(((.....................................................................................................................................................((((((((..................((((((..((.(.(.................................................................................))))..))).))).............))))))))........................]]]]]]))).((((((........((((((.......((((..........))))......)))))).....................................................).)))))))))))))).))).......))}}}}}
RF00488	625	5	113.962	70	125	8	0.359	0.897	0.513	.........((((((.(((((((((..........)))).)))))(((((((((...(((((..............(((.....................................................................................................)))....))))))))))))))....((((((...(((((((((((((....(((((..........((((((..........))))))..........)))))...))))))).........(((((......)))))....(((((.((.........))))))).)))))).........................................................................................................................................................................................................((((....))))........................))))))......)))..)))...............	(((....((([[[[[[((((((((([[[[[{{{{.)))).)))))(((((((((...(((([[[[......(.(((.(((..((((...(((.(((((........)))))..)))....]]]]...)))).))))))..........................)]]]]].....[[[.......[[[)))))))))))))....{{{{{{..((((((((((((((....((((((((.((((..((((((..........))))))..))))))).)))))...)))))))......{{{((((]]]<<<<<))))...((((((.((...{{{{{{)))))))))))))))[[[[[[[[[[[[[[[[..[[[[........((............[[[[....))>>>>>...[[[[[.....................(((.((((((.....))))))..)))))).]]]]].(((((((((..................]]]].}}}}}}.....((((....))))))))).))))....]]]].((((((....))))))}}}]]]]]]]]]]]]].]]]..}}}}}}.]]].]]]]]]...}}}}.....)))...
RF02545	634	4	120.951	59	88	116	0.401	0.337	0.366	...............((((.................((((((((((((...(((((.....)))))...)))).))))))))........................((((((.((((((((((((((((((...((((..(((((((((..((((((.......(((((..(((((((...........((((((.........(((((((..........(((..(((.((((((...((((.((....))))))))))))..)))..))).........))))))).........))))))...............(((((((..((.......))))))))))))))))..)))))...))))))..)))))))))...))))...)))))))))))))....)))))...))))))....................((((((((((((...(((((((.....(((((((((..............)))))))))....((((((((......)))))))))))).)))...))))))))))))......((((....))))(((..(((((((...)))))))...)))))))....(((((((((....)))))))))..........	...............(((((((((((((.....[[[[.((........(....)[[[[[[[................))......(((.....)))..........))).{{.))))))))))((((((((<[[[[[[[[....(((((.(((.}}))).....(((((..((((...................(((.......[[[[[[[...................((((((........((((...)))).))))))...........)))[..[[(...............)...((((........)))).(((((((............{)))))))...))))..))))).....]]....))))).....}.......[)))))).....]...(((]....]]]]]]]...)))...........]]...........{{{..............>......))...................]]]]]]}}}((((((((......))))))))...(((...]]]]]]]...(...........)...[[[[[..[[..(((((((...))))))))))]]]]]]]]]]](((((((((.[[[)))))))))]]].......
RF00373	721	70	123.484	87	7	0	0.926	1.0	0.961	...(((.((((((([[[[[[....(((((......................................................)))))....(((.(((((((((.[[[[[[...((((((((((.......))))).(((((......)))))..((.....((((..............(((..((((((((.....................((..................................................................................................................................((..(((........)))..))...........))................................................................))))).).))..))).........)))).....)))))))..))))...((((.............(((((.............]]]]]]....................................................)).))).......))))............]]]]]].....................................................................))))))))...)).))))).)))......	...((((((((((([[[[[[....(((((......................................................)))))....(((.(((((((((.[[[[[[...(((((((((((.....)))))).(((((......)))))..((.....((((........((....(((..(((((((((....................((..................................................................................................................................(((((((........)))))))...........))...............................................................)))))).).))..)))......)).)))).....)))))))..))))...((((.............(((((.............]]]]]]....................................................)).))).......))))............]]]]]].....................................................................))))))))...)).)))))))))......
RF02033	737	139	125.874	72	6	7	0.923	0.911	0.917	((((((((.((..((.......((..............))........))...))((((.....................))))....................................................................................................................))))))..))..(.(((((((((..............................................................................))))).....((((((.......(((((.....................................((....((((.(((([.......................................[[[[[.[[.)))))))).......))..((...(((((((...((.((.(((((................................................)))).)..))..)))))))))))............................)))))))))).).))............))).................]]]]..]]]].........................................................((((.........................................))))	(((((((.(((..(((......((..............)).......)))..)))((((.....................)))).....................................................................................................................)))))..))..(.((..(((((..............................................................................))))).....((((((.......(((((....................................(((..(.((((.((((.........................................[[[[.[[.)))))))).....).))).((...(((((((...((.((.(((((................................................)))).)..))..)))))))))))............................)))))))))).)...............))).................]]]]..]]...........................................................((((.........................................))))
RF00024	777	37	129.459	100	27	7	0.787	0.935	0.855	........................((((((((..((((((..(((((.............................................................(((((....................................(((((((((........[[[[[[[[[))))))))).....))))).........................................................................................................]]].]]]..]]]...........))).)).....)))))))))))....)))......................(((((((...........................................................(((((((((................(((((((....(((((.................(((((.((((...(((......................)))....))))))))).((((.......))))..........)))))......))))))).............))))..)))))............................................))))))).................((((((.((((((...............(((((...((((..........))))....))))).....)))))).).)))))........	........................((((((((..((((((..(((((..............................................(((((((((......(((((....................................(((((((((..[[...[[[[[[[...))))))))).....)))))......)))))..))))............................................................................................]]]..]]].].........))).)).....)))))))))))....)))......................((((((((..........................................................(((((((((...............((((((((....(((((..............[[[((((((..]]]..(((......................))).......)))))).(((((.....))))).{{.......)))))......))))))))............))))..)))))........................................)...))))))).......]].......(((((((.((((((..............(((((((..((((..}}..[[[.))))...))))))..)..)))))).).)))))).]]]...
RF00009	845	116	133.119	59	11	3	0.843	0.952	0.894	((((......(((..(((((((...............(((((............................((((((..........................).))..)))..........................))))).........[[[[[......................((((.......................................................................................................((.(((.....))))).......................(.(((((........))))).)..................................(((((((...................(((................................................................................................................................................)))...........))))))).....)))).............................................................................................................................................................))).))))(((((.((..........................................))).).))).........]]]]]............))).....))))	((((((....(((..(((((.................(((((............................(((((.............................))..)))..........................)))))......[[[[[[[[......................((((.......................................................................................................((.((((...)))))).......................(.((((((......)))))).)..................................(((((((..................(((((..............................................................................................................................................)))))[[........))))))).....))))...............................................................................................................................................................).))))(((((.((..........................................))).).)))......]].]]]]]]]].........))).))..))))
RF00028	891	12	135.376	38	24	23	0.613	0.623	0.618	....(((((((((...............................)))))))))...(((......................................................)))..............................................................................................................(((((.((...((.((((....(((((...................................................................................................................................................................)))))...)).))))((...((((....(((((...............................)))))...))))...))...[.[[[[[.......................................................)).))))).(((((((((..........................................................................................................................................................................................................................................................................)))))))))........]]]]]]......(((((....)))))..	.......((((((...............................)))))).(((((((.......................................................)))))))...........................................................................................................(((((((..(((.((((....(((...........................................................................((((.................................................))))...................................)))...)).)))))((...((((((...........................................))))))..))......[[[[[.......................................................)))))))(((((((...(..........................................................................................................................................................................................................................................................................)...)))))))......]]]]].....(((((((....)))))))
RF00023	954	477	145.194	110	15	9	0.88	0.924	0.902	(((((((..............((((((((((((.........((.(((((((.((((.((((([[[[[.....(((((((.......]]]]].............))))))).................................................................................................................................................................................................................(((((((((..................................................................))))))))).......................................................................((((((..............((((...((((.......[[[[[[[......)))).....)))).............................................................))))))............]]]]]]].....................................(((((((((...........[[[[[[...........................)))))))))..............]]]]]]....((((((((((.....(((....[[[[..[[[...).)).....))))))))))............................................................]]]..]]]].........)))))......))))))))))))).......))))))))))))..(((((.......))))).)))))))....	(((((((......[[..[..[[[((((((((..............(((((((.((.(.((((([[[[[.....(((((((.......]]]]].............)))))))..................................................................................................................................................................................................................((((((((......................................[[[.........................))))))))........................................................................(((((((.............((((...((((.......[[[[[[[......)))).....))))............................................................)))))))............]]]]]]].....................................((((((((((..........[[[[[[[.........................)))))))))).............]]]]]]]....((((((((((.....(((....[[[[[[[[[...).)).....))))))))))............................................................]]]]]]]]]...]]...])))))).......)))))))))...........))))))))....(((((.]]]]..))))).))))))).]].
RF00010	996	458	156.996	102	14	12	0.879	0.895	0.887	((((.((.(.(.(.(.(..[[[[[[[.((((.((..(.((...................................................................................................)).).).).))))....(((.((((((((.(........[[[[..(.((.((................(((((.................................)))))(((((.................................)))).)((.......((.(((...............((.(((....((...(..(((.............................................................................................................................))).)....)..)...)))..))...........(((...((.(..................................))))))..((((.(.(.(.((.......)).).).).)))..)...................)))..)).))))))).))))...((((.....................................(((..(.((.........................................................(((((.]]]]....))))).........)))...)).)..................)...).))..............................((((.(.(.((....))).)..).).).)..............]]]]]]]...................................................................................))))))))...)..)))))).))))....	((((.((.(.(.(.(....((((((((((((.((..(.((...................................................................................................)).).).).))))....[[[.[[[[[(((.(........[[[[..(.((.((................(((((............(...)................))))).((((.................................))))..............[[...............[[..(((....((...(..(((.............................................................................................................................))).)....)..)...)))..((((.........(((...((.(..]..]............................)))))).(.(((.(.(.(.((.......)).).).).)))].].)......................)).))))))).)))).((((((.....................................(((..(.(((........................................................(((((.]]]]....)))))........))))...)).)..................)...).)).......................)..)...((((.(.(.((....))).)..).).).)............).)))))))...................................................................................]]]]]]]]......)))))).))))....
RF00030	1213	66	161.344	71	8	3	0.899	0.959	0.928	.(((((....(((.((......[[[.[[[......(((((((.................(((((((.........................................................))))))).........................)))))).).....(((.((((........................((..((.................................))....))........................................................................................................................................................................................................................((((((...............................................))))))...............................................................................................................................................................................................................................................................................(((.......((.(.(((.............((((.........((((....................................................................................................................((((.........))))..................))))..........))))...))).)))..............)))...................................................]]]]]]...((((((...........................................................)))))).........))))))).........))..).).).....))).))	.(((((....(((.((......[[[.[[[((....(((((((.................(((((.............................................................))))).........................)))))).))..)((((.(((((.......................((..((.................................))....))........................................................................................................................................................................................................................((((((...............................................))))))...............................................................................................................................................................................................................................................................................(((......(((.(.(((.............((((.........((((....................................................................................................................(((...........)))..................))))..........))))...))).))).)............)))................................(((................]]]]]]...((((((...........................................................)))))).)))....))))))))...).....))..).).).....))).))
RF02542	1752	46	217.48	215	95	151	0.694	0.587	0.636	...(((((.........))))).(.((((.(((((.(((((((((.....(((..(((..((...(((...((.........))....))).))......(((.......((((((((....((...(((((((......(((.....(((((((....)))))))......)))...........................................................)))))))..))))))))))(((..(.(((..((((((((.......))))))))))).....))))...((((.((((....))))...))))))).((((((..........)))))).((((....))))...)))).)).).....(.(((...(((((......))))).)))).)).))))))................................((((((.........)))))).........((..((((.........((((......((.....))........)))))))))).))))))))))..........(((.......((((...(((...................................................................................................................................................((((((((.(..(((((((((..((((((((...(((......)).)......)))))).).)..))....(..((.....)))))))))).))))).).)))...)))...))))....((.((((....((...((((...........))))...)))))).))..........((((((.((((((((((...................))))))))))...((......)).....)))....))).))).(((......((((....)))).....)))...........(((((.(((((((..((..(((((((((((((((((.......((((........)))).........(((((((.....((((((.......((((..................)))).....))))))...((.((((..(((((.((((...(((((((((....)))..((((.......))))...)))))).....((((..........................................((.........)).....((((((((.....)))))))).....))))....)))).)).)...).))))))).....)))))))...).).))))))))))...((((((..................................)))))).......(...((((((((.......))))))))...).....))))).....((((((((........)))))))).......))...)))))))))).))....((.((.(.((((((((..((((((((.((((((((..((.((........................................................................................................)).))))))))))))))))))..))))))))..).))..))......((((((((((....))))))))))........	...[[[<<(((((((..((]]].(.((((.(((((.(((((.........[[[.[[[[[[........................................(((........((((((..........(((((((......(((......((((((....)))))).......)))...........................................................))))))).....)))))).............((((((((.[[[[..))))))))....................((((((.....))))))[[....[[)))(((.........{{.]].((((....))))[[[[[)).).......((((((...(((((......))))).))))))...)))))................................((((((.........)))))).........((..((((((.((....[[[[)).))..................]]]])))))).))))))))))......]]]]].........((((..}}.....................................................................................................................................................((((((......(((((((....((((((((......................)))))).).).....................)))))))....)).).))).........))))....((.((((.((((((....)))))................))))).))..........(((....((((((((((...................)))))))))).........................)))..........((..((((....))))................(((...]].{{{....((((.....)))){{{{{{{{........)))((...))>>..........]]]](((((((.....(((((((......((((..................))))..)..)))))).......]]]]]]]]].....................[.......((]......))...............(((((..........................................................[[...(((((.....)))))........)))))....[[[[[[.....[[..[[........)))))))]]...]]}}}}}}}}[[[.((((((((................................)))))))...)........(((((((]]]....)))))))..........(((.......((((((((.(.....))))))))).)))......]]]]]]}}}.{{))..............(((((....((((((((.(((((..(..((.((........................................................................................................)).)))..)))))))))))))....)))))....]]...}}..........((((((....)))))))))))))))...
RF01959	1958	86	357.246	335	128	122	0.724	0.733	0.728	...(((((.......))))).((((((((((.((((((((((.....(((.(((..(((...(((.......((((...................)))).......)))..)))......(((.......((((((((..((...(((((((.((((....((((..(.(.(....)))))))......))))....((((((((..((.........))))))))))......((...................................)).)))))))..))))))))))(((..(..(((..((((((((.......))))))))))).....))))..((((((((....))))....))))))).((((((..........)))))).((((.....))))...)))))).).....(.(((...(((((....))))).)))).))))))).))...((((((((.............))))))))...((((((((.........)))))))....)...((((((........((((.....((.....)).......)))))))))).))))))))))..........(((.....(.((((.(.(((.(((((((.(.((((((((((....(((((((.....))).))))...)))))))))..)))).))..)))...((.(((((((..((((.(((((..((((((((...(((......)))......))))))))..))....(..((....)))))))))).)))))).)))...))))..))))....((((((...((...((((.........))))...))))))))..........((((((..((((((((((((((........))))))))))))))...((....)).....)))))))))).(((......((((.........................................))))................................................................................................................................................)))........(((((.(((((((..((..((((((((.(((((((((....((((........)))).........(((((((...((((..((......(((((((.......))).))))........)).))))...((.((((..(((((((((.............................................................................................................................(((((((((....)))..((((......))))..)))))).....((((...(((.((((...((..(.((((((.......))))..))..).))....)))))))..((((((((......)))))))).....))))....)))).)))....))))))))....)))))))....)).))))))))))...(((((((.....(((....((...((((.....)))..)..))....))).......)))))))......(....((((((((........))))))))...).....))))).....((((((((.......))))))))......))...)))))))))).))..(.((.((.(..((((((((..(((((((((((((((((((((((((.........................)))))))))).)))))))))))))))......))))))))..).))..))........)...((((((((((..............))))))))).)...........	..{{{{{{{((([[[[[[[..((((((((((.(((((((((......[[[[[[[........(((.......((((...................)))).......)))..[[......[[[[[[.[[[.......((.......(((((((.(((((((..(((..(.(.(....))))))....)))))))...(((((((((..((.........))))))))))).............................................)))))))....))[[[[[((((((((.(((..((((((((.......)))))))))))..)))))))).((((((((....))....))))))....((((((((......)))))))).((((.....))))................(((((...(((((....))))).)))))))))))).))...((((((((.............)))))))).((((((((((.........)))))))).))....((((((........((((((...(.....]]]]])..)))))))))))).))))))))))....]]]]]]]]][[[[..[[[[[......(((((((((..((((((((((...((((((((.....))).)))))..))))))))))..))).))..))))..[[.[[[[.....[[[[.[[[[(((((((((((((((((......))))...))))))))))...]................]]]]]]]....]]].]]].........]]]]]..(((((((((....}}}}}}}]]]].(((....)))))))))))).[[[[[...(((((((.((((((((((((((.(.....)))))))))))))))...............)))))))...........)))((((.........................................))))...(............................................................................................................................................((((......((((((((....((.....((((((..(.(((((((]]]]].(((....)))..]]...........(((((((...((((..((......(((.(((((...)))))..)))........)).)))).........]]]]]]].....((...........................................................................................................................((((((....[.......((((......))))..))))))..))(((((...(((.(((((((((..(.((((((.......))))..))..).)))).)))))))).....(((((......)))))........)))))((]]]]]]]].......))........))))))).......))))))))...(((((((((.....((.....((...((((.....)))..)..))...[[)).......)))))))))..........(((((((........)))))))..........))))))....(((((((((.....)))))))))...........))[[[[[[..........)))))).))(((......(((((((((((((..((((((((((.........................))))))))))...)))))))))))))]]....]]]]))))))))..................((((((((((.]..........].))))))))).).))).......
RF00177	1980	99	511.542	333	130	129	0.719	0.721	0.72	........(((((.........))))).((((.((((((..(.(((..((((.(....(((.(((..(((..(((.((.............(((((((.........)))).).))...............................................................................................................................))..)).)))).......(((......((((((((....((...(((((((.((..((....(((((((....))))))).....)))).....((((..(((..(((........)))..).)).).).))......(((..................................................................))).)))))))..))))))))))(((..(.(((..((((((((.......))))))))))).....))))..((((.((((....))))...))))))).((((((..........)))))).((((....))))...)))))).).....(.(((...(((((.....))))).)))).)).))))))..((((........((((.........)))).....))))...(((((((....(......(((.......................))).......)....))))))...)..(((((......(((((.....((....)).......)))))))))).))))))))))..........(((.....(.(.(((.(.(((.(((((((..((((((.(((((....((((.(((.....))).)).))..)))))))))..)))))).)))....(((((((((..(((((((((..((((((((...(((......)))......))))))))..))....(....((....)))))))))).)))))).)))...))))...)))).....(((.(((...((...((((..........))))...))))).)))............((((..((...((.((((.((((((.....................................))))))))))))...........((....)).....))))))))))...(((........((((....))))....))).........(((((.(((((((..((...(((((((((((((((((....((((........)))).........(((((((.....(((.(((((..............(((((((.....)))))))...((((......................................))))....))))).))).(.(.((((..(((((((((...(((((((((....)))..((((......))))...)))))).....((((.(((((((...((...(((........................)))..)).....)))))))..((((((((........)))).)))).....))))....)))).)))...))))))))....)))))))...)).))))))))))...(((.((((......(((.....((...(((....)))....))....)))......)))))))......(...((((((((........))))))))...).....))))).....((((((((.........))))))))......))....)))))))))).))..(.((.((...((((((((..((((((.(((.(((....(((((.(...((((...((..........)).)))).))))))...))).)))))))))..))))))))......))..))..).(((.(((((((....)))))))...)).).............	........(((((.([[[.((..(((((((((.((((((..(.(((..(((..[[.....[[[[[[.........................(((((((.........)))).).)).................................................................................................................................................(((......((((((((....((...((((((((((.........((((((....))))))......[[)).....((((..(((.((((........))).)).)).).).))......(((..................................................................)))))))))))..))))))))))((((((.(((..((((((((.......)))))))))))...))))))..((((.(((.........)))))))))).((((({{{{{.......))))).((((....))))................(((((...(((((.....))))).)))))..)))))))..((((........................{{{...)))).(((((((((...........((((................).....)))............)))))))))...((((([[[[..(((((((.....]]]]..]][[[)))))))))))).))))))))))........))))).....{.(.(((.[[[[[(((((((((..(((((.(((((....((((.(((.....))).)).))..))))))))))..))))).))))...((((((((...(((((((....((((((((((...........[[[...)))))))))).............{{{......)))))))..))))).)))..........)))).....[[[.[[[[.......[[))............]]....]]]].]]]............((((..((.(.((.((((.((((((.....................................))))))))))))................]]]....))))))).]]]..]]........(.(((}}}...))))))))))(((..[[[.(((((((((((((..((..((((((..((((((((((((..]]](........)...)))).]]].((((((((((((.((((((((..............(((((((.....)))))))...((((......................................))))....))))))))........]]]]]]...((...(((((((([[[[[[[.....(([[[[......))...))))))..]]]](...(((((((..(((...(((........................)))..)).)...))))))).......(((........)))<.<<<<......)...)))))))))....]]]]]]].}....)))))))......))))))))}}}..(((.((((......(((.....((...(((....)))....))....)))......)))))))}}}}}......(((((((........)))))))..........)))))).)).(((((((...........)))))))............))))))[[[[........)))))))((((......((((((.(((.(((......(((.(....(((...((..........)).)))..)))).....))).)))))))))......))))..........]]]]]](((.(((((((....)))))))...)).).]]].>>>>>)))
